Brand,Type,Manufacture_year,Mileage,Price,Body_type,Fuel,Horse_Power,Gear_box,Transmission,Color,Governorate,Address
Mercedes-Benz,GLA,06-2019,50 000 km,160 000 DT,SUV/4x4,Essence,12                                                                            CV,Automatique,Traction,Gris argent,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
KIA,Sportage,06-2014,175 000 km,62 900 DT,SUV/4x4,Essence,11                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Volkswagen,Golf 7,03-2015,132 000 km,54 900 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Bleu,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Mercedes-Benz,Classe E,02-2003,269 000 km,35 000 DT,Berline,Essence,10                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Hyundai,Grand i10,01-2020,73 000 km,37 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Gris Shark,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Peugeot,2008,05-2015,107 000 km,39 000 DT,SUV/4x4,Essence,5                                                                            CV,Manuelle,Traction,Marron,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Peugeot,508,06-2011,329 000 km,29 500 DT,Berline,Diesel,6                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Isuzu,D-Max Double Cabine,09-2017,333 000 km,52 000 DT,Pick up,Diesel,8                                                                            CV,Manuelle,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Volkswagen,Polo,11-2010,161 000 km,27 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Citroën,C4 Cactus,05-2016,120 000 km,40 500 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Gris Shark,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
KIA,Sportage,09-2010,220 000 km,45 000 DT,SUV/4x4,Diesel,10                                                                            CV,Manuelle,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Citroën,Berlingo Utilitaire,12-2008,330 000 km,21 900 DT,Utilitaire,Diesel,6                                                                            CV,Manuelle,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Citroën,C4,07-2012,194 000 km,32 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Ford,Kuga,02-2019,109 000 km,77 000 DT,SUV/4x4,Essence,9                                                                            CV,Manuelle,Traction,Gris argent,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Toyota,Agya,09-2021,41 000 km,35 900 DT,Citadine,Essence,4                                                                            CV,Manuelle,Traction,Bleu,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
BMW,Série 3,12-2014,201 000 km,76 000 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Ssangyong,Korando,09-2012,137 000 km,45 000 DT,SUV/4x4,Diesel,11                                                                            CV,Automatique,Traction,Noir,Ariana,ADRESSE :VOC TUNISIE AUTO PRIX ENNASER ROUTE X20 ENTRE ENNASER ET JARDINS DEL MENZAH 2 EN FACE DU LAVAGE 22801802
Citroën,DS4,10-2013,139 000 km,39 500 DT,Citadine,Essence,9                                                                            CV,Automatique,Traction,Marron,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Peugeot,Partner,07-2020,150 000 km,45 000 DT,Utilitaire,Diesel,6                                                                            CV,Manuelle,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
BMW,Série 4 Gran Coupé,01-2021,46 000 km,145 000 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Blanc,Ariana,ADRESSE :VOC TUNISIE AUTO PRIX ENNASER ROUTE X20 ENTRE ENNASER ET JARDINS DEL MENZAH 2 EN FACE DU LAVAGE 22801802
Jaguar,XF,09-2018,38 000 km,198 000 DT,Berline,Essence,16                                                                            CV,Automatique,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Volkswagen,New Beetle,06-2012,175 000 km,46 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Marron,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Citroën,C3,11-2019,21 000 km,48 000 DT,Citadine,Essence,6                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Mercedes-Benz,Classe E,08-2009,233 000 km,64 500 DT,Berline,Diesel,9                                                                            CV,Automatique,Traction,Noir,Ariana,ADRESSE :VOC TUNISIE AUTO PRIX ENNASER ROUTE X20 ENTRE ENNASER ET JARDINS DEL MENZAH 2 EN FACE DU LAVAGE 22801802
BMW,Série 3,01-2016,167 000 km,85 000 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Hyundai,i20,10-2021,42 000 km,54 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Bleu,Ariana,ADRESSE :VOC TUNISIE AUTO PRIX ENNASER ROUTE X20 ENTRE ENNASER ET JARDINS DEL MENZAH 2 EN FACE DU LAVAGE 22801802
Audi,Q5,07-2014,164 000 km,105 000 DT,SUV/4x4,Diesel,10                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Simca,1100,09-1989,1 100 km,10 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Orange,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
KIA,Sportage,02-2015,203 000 km,69 000 DT,SUV/4x4,Diesel,10                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Fiat,Doblo,03-2018,89 000 km,27 000 DT,Utilitaire,Diesel,5                                                                            CV,Manuelle,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Great,Wall M4,06-2020,46 000 km,44 000 DT,SUV/4x4,Essence,6                                                                            CV,Manuelle,Traction,Rouge,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
BAIC,YX Kenbo S3,11-2017,42 000 km,42 000 DT,SUV/4x4,Essence,7                                                                            CV,Manuelle,Traction,Gris Shark,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
BMW,Série 5,01-2011,176 000 km,85 000 DT,Berline,Diesel,10                                                                            CV,Automatique,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Suzuki,S-Presso,10-2020,52 000 km,33 900 DT,SUV/4x4,Essence,4                                                                            CV,Manuelle,Traction,Gris argent,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Renault,Symbol,08-2021,42 000 km,43 000 DT,Berline,Essence,5                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Volkswagen,Golf 6,03-2012,168 000 km,39 900 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Blanc,Ariana,ADRESSE :VOC TUNISIE AUTO PRIX ENNASER ROUTE X20 ENTRE ENNASER ET JARDINS DEL MENZAH 2 EN FACE DU LAVAGE 22801802
Audi,A6,04-2011,204 000 km,38 000 DT,Berline,Essence,10                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Ssangyong,Tivoli,03-2020,115 000 km,68 000 DT,SUV/4x4,Essence,7                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Volkswagen,Golf 7,05-2018,142 000 km,64 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Jaune,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
BMW,Série 3,10-2009,180 000 km,39 500 DT,Berline,Essence,7                                                                            CV,Manuelle,Traction,Noir,Ariana,ADRESSE :VOC TUNISIE AUTO PRIX ENNASER ROUTE X20 ENTRE ENNASER ET JARDINS DEL MENZAH 2 EN FACE DU LAVAGE 22801802
Mini,3 portes,04-2010,179 000 km,27 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Noir,Ariana,ADRESSE :VOC TUNISIE AUTO PRIX ENNASER ROUTE X20 ENTRE ENNASER ET JARDINS DEL MENZAH 2 EN FACE DU LAVAGE 22801802
Honda,City,01-2021,41 000 km,62 000 DT,Berline,Essence,7                                                                            CV,Automatique,Traction,Gris argent,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Volkswagen,Touran,12-2009,161 000 km,35 000 DT,Citadine,Essence,9                                                                            CV,Automatique,Traction,Gris Shark,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Land,Rover Range Rover Evoque,06-2016,104 000 km,155 000 DT,SUV/4x4,Essence,15                                                                            CV,Automatique,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Land,Rover Range Rover Evoque,02-2015,158 000 km,95 000 DT,SUV/4x4,Essence,15                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Citroën,C3,10-2007,117 000 km,22 900 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Nissan,Juke,06-2014,160 000 km,42 000 DT,SUV/4x4,Essence,7                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Mahindra,Scorpio Pick-up DC,04-2014,455 000 km,21 500 DT,Pick up,Diesel,8                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
KIA,Sportage,09-2019,65 000 km,98 000 DT,SUV/4x4,Essence,8                                                                            CV,Automatique,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Volkswagen,Golf 7,02-2017,127 000 km,60 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Mercedes-Benz,Classe E,12-2010,189 000 km,68 000 DT,Berline,Diesel,10                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Nissan,Navara,10-2014,405 000 km,49 500 DT,Pick up,Diesel,10                                                                            CV,Manuelle,Traction,Gris anthracite,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Mercedes-Benz,Classe E,12-2002,395 000 km,35 000 DT,Berline,Diesel,12                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Mercedes-Benz,Classe C Kit AMG,12-2010,194 000 km,57 000 DT,Berline,Essence,9                                                                            CV,Automatique,Traction,Noir,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Volkswagen,Golf 7,11-2017,139 000 km,68 000 DT,Citadine,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Geely,GC6,09-2020,49 000 km,35 000 DT,Berline,Essence,6                                                                            CV,Manuelle,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Volkswagen,Golf 7,11-2018,59 000 km,74 000 DT,Citadine,Essence,5                                                                            CV,Manuelle,Traction,Jaune,Ariana,ADRESSE :VOC TUNISIE AUTO PRIX ENNASER ROUTE X20 ENTRE ENNASER ET JARDINS DEL MENZAH 2 EN FACE DU LAVAGE 22801802
KIA,Sportage,09-2012,150 000 km,58 000 DT,Citadine,Diesel,6                                                                            CV,Manuelle,Traction,Gris argent,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
KIA,Sportage,01-2018,132 000 km,120 000 DT,Citadine,Diesel,10                                                                            CV,Automatique,Traction,Blanc,Ben Arous,ADRESSE :TUNISIE AUTO PRIX EZZAHRA Sortie Autoroute Kiosque Shell EZZAHRA 2 Ben Arous 98560255
Infiniti,EX35,09-2008,190 000 km,52 000 DT,Citadine,Essence,20                                                                            CV,Automatique,Traction,Blanc,Ariana,ADRESSE :VOC TUNISIE AUTO PRIX ENNASER ROUTE X20 ENTRE ENNASER ET JARDINS DEL MENZAH 2 EN FACE DU LAVAGE 22801802
